decade,genres,count
2000s,classic cantopop,461
2000s,rock kapak,454
2000s,israeli rock,446
2000s,sertanejo pop,446
2000s,latin christian,445
2000s,metal,443
2000s,bubblegum dance,441
2000s,czech folk,440
2000s,classic norwegian pop,429
2000s,francoton,424
2000s,quiet storm,422
2000s,german rock,420
2000s,new rave,418
2000s,rock-and-roll,418
2000s,malaysian pop,417
2000s,norwegian pop,417
2000s,alternative dance,416
2000s,rumba,412
2000s,turkish jazz,409
2000s,banda,408
2000s,soundtrack,407
2000s,classic uk pop,402
2000s,classic opm,400
2000s,icelandic rock,400
2000s,rap metal,394
2000s,indonesian indie,393
2000s,finnish dance pop,391
2000s,new wave pop,389
2000s,merseybeat,387
2000s,trance,386
2000s,british invasion,382
2000s,dutch pop,382
2000s,bossa nova,381
2000s,dance-punk,378
2000s,dirty south rap,377
2000s,israeli pop,377
2000s,nueva cancion,377
2000s,french rock,375
2000s,rockabilly,374
2000s,soul,372
2000s,bubblegum pop,370
2000s,country road,369
2000s,hoerspiel,369
2000s,latvian pop,369
2000s,grupera,367
2000s,entehno,366
2000s,latin worship,366
2000s,progressive house,362
2000s,new jack swing,359
2000s,swedish alternative rock,359
2000s,album rock,357
2000s,pop flamenco,355
2000s,classic malaysian pop,354
2000s,deep turkish pop,350
2000s,samba,348
2000s,japanese singer-songwriter,343
2000s,contemporary country,340
2000s,classic hungarian pop,339
2000s,russian pop,338
2000s,anime score,337
2000s,folk,337
2000s,electropop,336
2000s,punk,331
2000s,rap rock,330
2000s,anime,329
2000s,spanish pop rock,329
2000s,chinese indie,328
2000s,taiwan singer-songwriter,326
2000s,vallenato,324
2000s,slovak rock,323
2000s,classic russian rock,317
2000s,hard rock,312
2000s,classic danish pop,310
2000s,ska argentino,309
2000s,country rock,303
2000s,french hip hop,303
2000s,edm,302
2000s,indie pop,302
2000s,pop dance,301
2000s,hungarian rock,292
2000s,lithuanian pop,290
2000s,thai folk rock,284
2000s,mexican rock,283
2000s,canadian pop,280
2000s,vocal jazz,280
2000s,south african pop,279
2000s,uplifting trance,279
2000s,dominican pop,277
2000s,singer-songwriter,276
2000s,art rock,275
2000s,emo,275
2000s,romanian rock,275
2000s,chutney,274
2000s,pinoy rock,270
2000s,trip hop,270
2000s,bachata,267
2000s,norwegian rock,267
2000s,funk,266
2000s,lilith,266
2000s,dangdut,264
2000s,atl hip hop,262
2000s,rock nacional brasileiro,262
2000s,bachata dominicana,261
2000s,britpop,261
2000s,czsk hip hop,261
2000s,nova mpb,261
2000s,classical,260
2000s,world worship,260
2000s,finnish metal,257
2000s,worship,257
2000s,reggaeton flow,255
2000s,colombian pop,254
2000s,panamanian pop,254
2000s,salsa puertorriquena,254
2000s,boy band,253
2000s,stomp and holler,253
2000s,garage rock,250
2000s,blues rock,246
2000s,magyar alternative,246
2000s,sertanejo tradicional,245
2000s,zhongguo feng,245
2000s,classic finnish rock,244
2000s,classic iskelma,242
2000s,danish hip hop,242
2000s,afro soul,239
2000s,greek indie,239
2000s,hollywood,239
2000s,classic finnish pop,237
2000s,australian pop,235
2000s,chilean rock,235
2000s,canadian rock,234
2000s,danseband,234
2000s,alternative hip hop,233
2000s,classic greek pop,233
2000s,danspunk,233
2000s,estonian pop,233
2000s,lounge,233
2000s,melancholia,233
2000s,barnemusikk,232
2000s,christian music,231
2000s,dance rock,231
2000s,tollywood,231
2000s,classic czech pop,229
2000s,classic russian pop,228
2000s,motown,228
2000s,tejano,228
2000s,pop r&b,227
2000s,classic indo pop,225
2000s,jazz,224
2000s,russian punk,221
2000s,west coast rap,221
2000s,nu jazz,220
2000s,anadolu rock,219
2000s,bolero,219
2000s,industrial metal,219
2000s,cumbia pop,218
2000s,japanese soundtrack,217
2000s,folklore argentino,216
2000s,power metal,214
2000s,bulgarian pop,213
2000s,malaysian indie,213
2000s,mariachi,213
2000s,ghazal,212
2000s,nederpop,212
2000s,polish pop,212
2000s,indie folk,210
2000s,german hip hop,209
2000s,downtempo,208
2000s,bow pop,207
2000s,funk carioca,207
2000s,turkish hip hop,207
2000s,puerto rican pop,206
2000s,cool jazz,205
2000s,spanish rock,204
2000s,israeli singer-songwriter,201
2000s,queens hip hop,200
2000s,funk metal,199
2000s,visual kei,198
2000s,japanese alternative rock,197
2000s,progressive trance,197
2000s,australian rock,196
2000s,girl group,196
2000s,conscious hip hop,195
2000s,vintage chinese pop,195
2000s,finnish hip hop,194
2000s,brazilian gospel,193
2000s,ccm,193
2000s,czech punk,193
2000s,italian indie pop,192
2000s,romanian rap,191
2000s,christian alternative rock,190
2000s,pop romantico,190
2000s,brazilian reggae,188
2000s,classical performance,187
2000s,french reggae,187
2000s,piano rock,187
2000s,cumbia chilena,185
2000s,cumbia peruana,185
2000s,disco,184
2000s,g funk,184
2000s,pop peruano,184
2000s,peruvian rock,183
2000s,reggae fusion,183
2000s,detroit hip hop,182
2000s,jazz fusion,182
2000s,barnalog,181
2000s,barnmusik,181
2000s,cumbia uruguaya,180
2000s,reggae en espanol,180
2000s,singaporean mandopop,180
2000s,italian hip hop,179
2000s,reggae,179
2000s,new wave,176
2000s,classic indonesian rock,174
2000s,gruperas inmortales,174
2000s,nuevo regional mexicano,171
2000s,czech pop,170
2000s,polish hip hop,170
2000s,thai folk pop,170
2000s,industrial rock,168
2000s,australian alternative rock,167
2000s,dutch trance,167
2000s,hard bop,167
2000s,roots rock,167
2000s,children's music,166
2000s,italian pop,166
2000s,shibuya-kei,166
2000s,pop urbaine,165
2000s,roots reggae,165
2000s,compositional ambient,164
2000s,new romantic,164
2000s,barnasogur,163
2000s,belgian rock,162
2000s,karadeniz turkuleri,161
2000s,okinawan pop,161
2000s,candy pop,159
2000s,mizrahi,159
2000s,rap conscient,159
2000s,big beat,158
2000s,vocal house,158
2000s,cumbia sonidera,157
2000s,japanese punk rock,156
2000s,romanian pop,156
2000s,celtic,155
2000s,merengue,155
2000s,adoracao,154
2000s,indietronica,154
2000s,singaporean pop,154
2000s,dancehall,153
2000s,afrikaans,152
2000s,british soul,152
2000s,chicago rap,152
2000s,cumbia santafesina,152
2000s,argentine telepop,151
2000s,canzone d'autore,151
2000s,classic greek rock,149
2000s,japanese emo,149
2000s,malaysian mandopop,149
2000s,polynesian pop,148
2000s,art pop,147
2000s,norwegian indie,147
2000s,turkish trap pop,147
2000s,gothic metal,146
2000s,spanish punk,146
2000s,crunk,145
2000s,danish pop rock,145
2000s,kayokyoku,145
2000s,new age,145
2000s,afropop,144
2000s,folklore boliviano,144
2000s,old school rap francais,144
2000s,italian underground hip hop,143
2000s,contemporary vocal jazz,142
2000s,dansband,142
2000s,chalga,141
2000s,skate punk,141
2000s,acoustic pop,140
2000s,melodic metalcore,140
2000s,dansktop,139
2000s,german techno,138
2000s,japanese classical,138
2000s,schlager,138
2000s,classic schlager,137
2000s,latin jazz,137
2000s,israeli mediterranean,136
2000s,flamenco,135
2000s,italian alternative,135
2000s,melodic death metal,135
2000s,ukrainian pop,135
2000s,world,135
2000s,indonesian rock,134
2000s,levenslied,134
2000s,south african jazz,134
2000s,musica andina,133
2000s,canto popular uruguayo,132
2000s,hungarian folk,132
2000s,progressive metal,132
2000s,cumbia,131
2000s,pop rock brasileiro,131
2000s,brazilian hip hop,130
2000s,irish folk,130
2000s,russian hip hop,130
2000s,cuarteto,128
2000s,mollywood,128
2000s,electro house,127
2000s,hip house,127
2000s,irish rock,127
2000s,folk rock italiano,126
2000s,jazz trumpet,126
2000s,modern alternative rock,126
2000s,musica popular uruguaya,126
2000s,muziek voor kinderen,126
2000s,screamo,126
2000s,trova,126
2000s,orchestral performance,125
2000s,bulgarian rock,124
2000s,classic belgian pop,124
2000s,french indie pop,124
2000s,polish alternative,124
2000s,turkish alternative,124
2000s,turkish singer-songwriter,124
2000s,synthpop,123
2000s,thai indie,123
2000s,vallenato moderno,123
2000s,barnsagor,122
2000s,bhangra,122
2000s,disco house,122
2000s,german metal,121
2000s,hard rock brasileiro,121
2000s,hip hop tuga,121
2000s,house,121
2000s,beatlesque,120
2000s,k-pop,120
2000s,slovak hip hop,120
2000s,deep regional mexican,119
2000s,filter house,119
2000s,norwegian country,119
2000s,punjabi pop,119
2000s,rock alternativo brasileiro,119
2000s,j-pop boy group,118
2000s,jazz pop,118
2000s,swedish electropop,118
2000s,swedish indie rock,118
2000s,viral pop,118
2000s,taiwan idol pop,117
2000s,rock cristiano,116
2000s,spanish new wave,116
2000s,classic polish pop,115
2000s,australian dance,114
2000s,industrial,114
2000s,outlaw country,113
2000s,baroque pop,112
2000s,psychedelic rock,112
2000s,thai indie rock,112
2000s,kollywood,111
2000s,movie tunes,111
2000s,swedish jazz,111
2000s,eurobeat,110
2000s,jazz funk,110
2000s,new americana,110
2000s,nouvelle chanson francaise,110
2000s,show tunes,110
2000s,swedish singer-songwriter,110
2000s,turkish alternative rock,110
2000s,kindermusik,109
2000s,macedonian folk,109
2000s,russian metal,109
2000s,bubble trance,108
2000s,salsa international,108
2000s,wrestling,108
2000s,canadian punk,107
2000s,duranguense,107
2000s,easy listening,107
2000s,funk rock,107
2000s,metalcore,107
2000s,neo classical metal,107
2000s,suomirap,107
2000s,austropop,106
2000s,polish rock,106
2000s,post-punk argentina,106
2000s,argentine reggae,105
2000s,canadian indie,105
2000s,eventyr,105
2000s,scorecore,105
2000s,classic pakistani pop,104
2000s,classic soul,104
2000s,idol kayo,104
2000s,velha guarda,104
2000s,canadian metal,103
2000s,hungarian pop,103
2000s,kwaito,103
2000s,ecuadorian pop,102
2000s,forro,102
2000s,groove metal,102
2000s,south african gospel,102
2000s,indian instrumental,101
2000s,african rock,100
2000s,dream pop,100
2000s,indonesian alternative rock,100
2000s,vlaamse kinderliedje,100
2000s,belgian pop,99
2000s,chamber pop,99
2000s,country dawn,99
2000s,gyerekdalok,99
2000s,oyun havasi,99
2000s,turkish trap,99
2000s,electro latino,98
2000s,orchestra,98
2000s,rock chapin,98
2000s,spanish indie pop,98
2000s,celtic rock,97
2000s,hands up,97
2000s,russian dance pop,97
2000s,soul jazz,97
2000s,glam rock,96
2000s,mundart,96
2000s,portuguese rock,96
2000s,dutch cabaret,95
2000s,french soundtrack,95
2000s,heartland rock,95
2000s,kiwi rock,95
2000s,partyschlager,95
2000s,pop emo,94
2000s,singaporean singer-songwriter,94
2000s,ye ye,94
2000s,chicano rap,93
2000s,early music,93
2000s,kleine hoerspiel,93
2000s,lovers rock,93
2000s,manila sound,93
2000s,pinoy reggae,93
2000s,baroque,92
2000s,canzone napoletana,92
2000s,chilean indie,92
2000s,dangdut koplo,92
2000s,luk thung,92
2000s,neue deutsche harte,92
2000s,punk urbano,92
2000s,stoner rock,92
2000s,swiss indie,92
2000s,mexican hip hop,91
2000s,norske viser,91
2000s,volksmusik,91
2000s,arab pop,90
2000s,classic portuguese pop,90
2000s,j-metal,90
2000s,operatic pop,90
2000s,russian alternative rock,90
2000s,freak folk,89
2000s,mariachi cristiano,89
2000s,sheffield indie,89
2000s,spanish hip hop,89
2000s,cancion melodica,88
2000s,madchester,88
2000s,rap cristiano,88
2000s,christian rock,87
2000s,festigal,87
2000s,indonesian city pop,87
2000s,modern country rock,87
2000s,musica costarricense,87
2000s,muzica copii,87
2000s,plena uruguaya,87
2000s,ska,87
2000s,sung poetry,87
2000s,symphonic rock,87
2000s,turntablism,87
2000s,choral,86
2000s,classic turkish pop,86
2000s,german baroque,86
2000s,j-acoustic,86
2000s,pop argentino,86
2000s,rock andaluz,86
2000s,russian punk rock,86
2000s,symphonic metal,86
2000s,ukrainian rock,86
2000s,canadian singer-songwriter,85
2000s,comic,85
2000s,liedermacher,85
2000s,pop electronico,85
2000s,electric blues,84
2000s,finnish alternative rock,84
2000s,german reggae,84
2000s,glam metal,84
2000s,japanese instrumental,84
2000s,jawaiian,84
2000s,malayalam pop,84
2000s,modern salsa,84
2000s,australian indie,83
2000s,cumbia ranchera,83
2000s,dainuojamoji poezija,83
2000s,historically informed performance,83
2000s,pixie,83
2000s,post-hardcore,83
2000s,adoracion,82
2000s,canadian pop punk,82
2000s,eurovision,82
2000s,italian disco,82
2000s,tecnobanda,81
2000s,video game music,81
2000s,baglama,80
2000s,brazilian ccm,80
2000s,finnish melodeath,80
2000s,indonesian jazz,80
2000s,italo dance,80
2000s,russian folk rock,80
2000s,deep house,79
2000s,estonian rock,79
2000s,neo-synthpop,79
2000s,rap conciencia,79
2000s,bozlak,78
2000s,classic city pop,78
2000s,neon pop punk,78
2000s,rebetiko,78
2000s,bebop,77
2000s,cypriot pop,77
2000s,yacht rock,77
2000s,chinese r&b,76
2000s,japanese old school hip hop,76
2000s,kurdish pop,76
2000s,latin metal,76
2000s,phleng phuea chiwit,76
2000s,rap napoletano,76
2000s,barbadian pop,75
2000s,mexican rock-and-roll,75
2000s,swiss hip hop,75
2000s,tropical house,75
2000s,indonesian worship,74
2000s,swedish hip hop,74
2000s,bboy,73
2000s,finnish death metal,73
2000s,hokkien pop,73
2000s,j-idol,73
2000s,miami hip hop,73
2000s,neo-classical,73
2000s,tropicalia,73
2000s,vintage taiwan pop,73
2000s,dutch hip hop,72
2000s,british blues,71
2000s,carnaval,71
2000s,classic hungarian rock,71
2000s,cumbia paraguaya,71
2000s,electronica argentina,71
2000s,finnish indie,71
2000s,grime,71
2000s,hungarian punk,71
2000s,new orleans rap,71
2000s,chamame,70
2000s,classical organ,70
2000s,danish rock,70
2000s,japanese pop punk,70
2000s,modern reggae,70
2000s,progressive rock,70
2000s,anti-folk,69
2000s,blues,69
2000s,norwegian hip hop,69
2000s,french movie tunes,68
2000s,paidika tragoudia,68
2000s,detski pesnichki,67
2000s,folclore salteno,67
2000s,german soundtrack,67
2000s,israeli hip hop,67
2000s,musica para ninos,67
2000s,polish punk,67
2000s,salsa colombiana,67
2000s,soca,67
2000s,turkish metal,67
2000s,death metal,66
2000s,kundiman,66
2000s,post-disco,66
2000s,rock tico,66
2000s,russian chanson,66
2000s,bhajan,65
2000s,classic j-rock,65
2000s,alternative country,64
2000s,classic colombian pop,64
2000s,colombian rock,64
2000s,electro,64
2000s,escape room,64
2000s,hungarian hip hop,64
2000s,modern blues rock,64
2000s,musica popular colombiana,64
2000s,norwegian pop rap,64
2000s,panamanian rock,64
2000s,russian ska,64
2000s,swedish metal,64
2000s,big room,63
2000s,german indie,63
2000s,karadeniz pop,63
2000s,persian pop,63
2000s,preschool children's music,63
2000s,stoner metal,63
2000s,swiss rock,63
2000s,finnish heavy metal,62
2000s,finnish power metal,62
2000s,folklore uruguayo,62
2000s,irish country,62
2000s,latvian rock,62
2000s,manele,62
2000s,old school dancehall,62
2000s,smooth jazz,62
2000s,southern soul,62
2000s,broadway,61
2000s,fado,61
2000s,grunge,61
2000s,manguebeat,61
2000s,new age piano,61
2000s,soul blues,61
2000s,tagalog worship,61
2000s,christian relaxative,60
2000s,classic kollywood,60
2000s,classic tollywood,60
2000s,drum and bass,60
2000s,gothenburg indie,60
2000s,j-reggae,60
2000s,melodic metal,60
2000s,metropopolis,60
2000s,pop nacional,60
2000s,rock gaucho,60
2000s,sophisti-pop,60
2000s,battle rap,59
2000s,deep uplifting trance,59
2000s,dub,59
2000s,meditation,59
2000s,microhouse,59
2000s,musiikkia lapsille,59
2000s,russian ccm,59
2000s,samba de roda,59
2000s,scottish rock,59
2000s,taiwan indie,59
2000s,boogaloo,58
2000s,classic peruvian pop,58
2000s,latin afrobeat,58
2000s,lithuanian hip hop,58
2000s,norwegian folk rock,58
2000s,palm desert scene,58
2000s,spanish metal,58
2000s,uk garage,58
2000s,argentine indie,57
2000s,german hard rock,57
2000s,huayno,57
2000s,indian classical,57
2000s,modern blues,57
2000s,ohio hip hop,57
2000s,rock quebecois,57
2000s,big band,56
2000s,chicha,56
2000s,classic luk thung,56
2000s,gothic symphonic metal,56
2000s,indonesian pop punk,56
2000s,taiwan campus folk,56
2000s,argentine punk,55
2000s,diva house,55
2000s,electro jazz,55
2000s,israeli indie,55
2000s,japanese r&b,55
2000s,malaysian hip hop,55
2000s,mexican indie,55
2000s,socal pop punk,55
2000s,arkansas country,54
2000s,australian country,54
2000s,british orchestra,54
2000s,hardcore techno,54
2000s,kirtan,54
2000s,nasyid,54
2000s,nz reggae,54
2000s,classic country pop,53
2000s,greek hip hop,53
2000s,icelandic folk,53
2000s,icelandic hip hop,53
2000s,nasheed,53
2000s,nz hip hop,53
2000s,partido alto,53
2000s,political hip hop,53
2000s,stride,53
2000s,swedish soul,53
2000s,traditional blues,53
2000s,bolivian rock,52
2000s,canadian blues,52
2000s,gospel,52
2000s,indie quebecois,52
2000s,k-pop boy group,52
2000s,mexican pop punk,52
2000s,minimal techno,52
2000s,nashville sound,52
2000s,oklahoma country,52
2000s,swedish indie pop,52
2000s,bolero mexicano,51
2000s,british soundtrack,51
2000s,discofox,51
2000s,indian folk,51
2000s,jazz rap,51
2000s,jazz saxophone,51
2000s,vocal trance,51
2000s,zouk,51
2000s,dutch indie,50
2000s,otacore,50
2000s,portuguese pop,50
2000s,rap inde,50
2000s,rap tuga underground,50
2000s,rogaland musikk,50
2000s,tech house,50
2000s,turbo folk,50
2000s,brazilian punk,49
2000s,breakbeat,49
2000s,flamenco fusion,49
2000s,horror punk,49
2000s,mainland chinese pop,49
2000s,norwegian singer-songwriter,49
2000s,polish reggae,49
2000s,post-rock,49
2000s,tecnobrega,49
2000s,athens indie,48
2000s,classic arab pop,48
2000s,classic bulgarian pop,48
2000s,deep german hip hop,48
2000s,disney,48
2000s,finnish punk,48
2000s,houston rap,48
2000s,italian reggae,48
2000s,japanese alternative pop,48
2000s,japanese vocal jazz,48
2000s,nu gaze,48
2000s,pop reggaeton,48
2000s,rap marseille,48
2000s,rock gospel brasileiro,48
2000s,samba reggae,48
2000s,thai teen pop,48
2000s,comic metal,47
2000s,disco polo,47
2000s,finnish hard rock,47
2000s,french folk pop,47
2000s,huayno popular,47
2000s,j-punk,47
2000s,moldovan pop,47
2000s,old school thrash,47
2000s,papuri,47
2000s,punk blues,47
2000s,reggae gaucho,47
2000s,sholawat,47
2000s,trondersk musikk,47
2000s,classic canadian rock,46
2000s,classical piano,46
2000s,desi hip hop,46
2000s,icelandic indie,46
2000s,jazz piano,46
2000s,lebanese pop,46
2000s,ninja,46
2000s,afghan pop,45
2000s,azeri rap,45
2000s,jam band,45
2000s,latin viral pop,45
2000s,malaysian punk,45
2000s,messianic praise,45
2000s,polish alternative rock,45
2000s,progressive electro house,45
2000s,scottish singer-songwriter,45
2000s,south african rock,45
2000s,tipico,45
2000s,tribal house,45
2000s,violao,45
2000s,belgian indie,44
2000s,chicago blues,44
2000s,ecuadorian alternative rock,44
2000s,folclore santiagueno,44
2000s,greek swing,44
2000s,italian pop rock,44
2000s,jazz tico,44
2000s,musica infantil,44
2000s,musica per bambini,44
2000s,oxford indie,44
2000s,pop chileno,44
2000s,st louis rap,44
2000s,turkish psych,44
2000s,classic latvian pop,43
2000s,contemporary jazz,43
2000s,folk metal,43
2000s,hungarian metal,43
2000s,indian indie,43
2000s,latincore,43
2000s,pinoy hip hop,43
2000s,pop soul,43
2000s,redneck,43
2000s,russian gangster rap,43
2000s,ska mexicano,43
2000s,supergroup,43
2000s,tex-mex,43
2000s,thai indie pop,43
2000s,thrash metal,43
2000s,brazilian indie,42
2000s,chanson paillarde,42
2000s,country blues,42
2000s,enka,42
2000s,healing,42
2000s,j-rap,42
2000s,liquid funk,42
2000s,middle earth,42
2000s,mluvene slovo,42
2000s,musica tradicional cubana,42
2000s,neo kyma,42
2000s,post-punk,42
2000s,progressive uplifting trance,42
2000s,rap underground espanol,42
2000s,russian nu metal,42
2000s,swedish death metal,42
2000s,swedish eurodance,42
2000s,bajki,41
2000s,classic soundtrack,41
2000s,danish alternative rock,41
2000s,deep latin christian,41
2000s,double drumming,41
2000s,emo mexicano,41
2000s,hamburg hip hop,41
2000s,irish singer-songwriter,41
2000s,jewish hip hop,41
2000s,pop house,41
2000s,psychedelic trance,41
